Id,Name,PersonId,LastName,FirstName,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount
6060,"KLOPFER, ERIC",61415,,,Comparative Media Studies/Writing Section,Professor,25,7,24,0.0,2,1089,15
2930,"LEVENSON, THOMAS",412373,,,Comparative Media Studies/Writing Section,Professor,1,0,0,0.0,1,0,5
7455,"LIGHTMAN, ALAN PAIGE",544611,,,Comparative Media Studies/Writing Section,Other,6,0,0,0.0,5,3,56
10340,"MNOOKIN, SETH",544607,,,Comparative Media Studies/Writing Section,Professor,1,0,0,0.0,3,28,8
9880,"PARADIS, JAMES G",412375,,,Comparative Media Studies/Writing Section,Professor,6,0,2,0.0,1,2,9
10505,"SCHIAPPA, ANTHONY EDWARD",627171,,,Comparative Media Studies/Writing Section,Professor,19,0,0,0.0,5,448,14
10345,"TAYLOR, TINA LYNN",544608,,,Comparative Media Studies/Writing Section,Professor,5,2,0,0.0,0,154,4
9805,"URICCHIO, WILLIAM",412350,,,Comparative Media Studies/Writing Section,Professor,12,0,1,0.0,2,112,40
9765,"WANG, JING",412334,,,Comparative Media Studies/Writing Section,Professor,100,4,0,0.0,5,5719,4
8505,"ANDRADE LIMA, EDUARDO",779055,,,Earth,Other,39,2,3,0.0,0,898,0
3380,"BOSAK, TANJA",176228,,,Earth,Associate,58,4,4,0.0,8,1691,3
3820,"BOYLE, EDWARD A",176388,,,Earth,Professor,82,2,28,0.0,8,4562,0
4135,"BURCHFIEL, B CLARK",287193,,,Earth,Other,25,3,14,0.0,7,3234,8
5220,"CHATTERJEE, NILANJAN",544465,,,Earth,Other,51,2,0,0.0,1,1654,2
8710,"CZICZO, DANIEL JAMES",488076,,,Earth,Associate,102,4,9,0.0,1,3790,4
9210,"DURHAM, WILLIAM B",287588,,,Earth,Other,30,0,10,0.0,3,674,1
4895,"EMANUEL, KERRY ANDREW",287645,,,Earth,Professor,189,3,43,0.0,14,12752,13
4620,"EVANS, JAMES BRIAN",32545,,,Earth,Other,56,6,18,0.0,1,2238,0
5655,"FEHLER, MICHAEL C",544467,,,Earth,Other,89,81,5,0.0,1,1717,4
4780,"FERRARI, RAFFAELE",33865,,,Earth,Professor,149,0,20,0.0,1,8568,2
4770,"FLIERL, GLENN RICHARD",176392,,,Earth,Professor,59,1,10,0.0,1,1064,2
3790,"FOLLOWS, MICHAEL J",175847,,,Earth,Professor,157,3,22,0.0,1,10487,4
8795,"FREY, FREDERICK AUGUST",176391,,,Earth,Other,30,2,17,0.0,5,2026,0
23725,"GAO, XIANG",936765,,,Earth,Other,33,2,1,0.0,0,1580,0
2685,"GROVE, TIMOTHY L",42525,,,Earth,Professor,115,1,34,0.0,9,4812,5
4160,"HAGER, BRADFORD H",176397,,,Earth,Professor,38,5,32,0.0,6,1875,0
5720,"HILL, CHRISTOPHER N",544469,,,Earth,Other,66,8,17,0.0,0,2426,0
4155,"KING, ROBERT W",544470,,,Earth,Other,33,3,23,0.0,1,2458,0
6910,"LINDZEN, RICHARD SIEGMUND",93226,,,Earth,Other,30,3,9,0.0,8,360,14
3805,"MARSHALL, JOHN",176483,,,Earth,Professor,180,11,45,0.0,5,6049,1
7315,"MOLINA, MARIO J",544472,,,Earth,Other,141,2,19,0.0,23,10629,11
7330,"MORGAN, FRANK DALE",288740,,,Earth,Professor,21,9,5,0.0,1,420,0
8565,"O'GORMAN, PAUL",175844,,,Earth,Professor,60,0,4,0.0,0,4144,0
6595,"PERRON, JAY TAYLOR",288948,,,Earth,Professor,74,5,8,0.0,4,2774,0
4740,"PLUMB, RAYMOND ALAN",288991,,,Earth,Other,30,0,24,0.0,5,858,2
4900,"PRINN, RONALD G",161150,,,Earth,Professor,196,2,33,0.0,1,7492,6
4865,"RAVELA, SAI CZANDER",544474,,,Earth,Other,18,19,9,0.0,0,689,3
1670,"RIZZOLI, PAOLA M",65488,,,Earth,Professor,37,1,23,0.0,2,515,4
4650,"ROTHMAN, DANIEL H",120692,,,Earth,Professor,54,0,13,0.0,4,1527,2
3400,"ROYDEN, LEIGH H",81401,,,Earth,Professor,34,2,5,0.0,11,3984,2
4910,"SCHLOSSER, COURTNEY ADAM",919205,,,Earth,Other,58,1,10,0.0,1,2534,1
4905,"STONE, PETER H",176495,,,Earth,Other,90,2,13,0.0,2,4766,0
3205,"SUMMONS, ROGER E",176494,,,Earth,Professor,233,19,23,0.0,8,13364,18
4200,"VAN DER HILST, ROBERT D",26210,,,Earth,Professor,95,3,16,0.0,5,6419,5
2650,"WEISS, BENJAMIN P",171439,,,Earth,Professor,128,7,22,0.0,6,4097,6
23865,"WINCHESTER, NIVEN STEWART",1108044,,,Earth,Other,50,0,1,0.0,0,615,0
2690,"WISDOM, JACK",98227,,,Earth,Professor,27,0,5,0.0,3,1280,2
4715,"WUNSCH, CARL ISAAC",176499,,,Earth,Other,96,2,35,0.0,12,4351,9
2655,"ZUBER, MARIA",101859,,,Earth,Professor,226,24,34,0.0,20,10958,5
15960,"ABADIE, ALBERTO",241039,,,Economics,Professor,24,0,0,0.0,3,6059,5
4220,"ACEMOGLU, K DARON",286887,,,Economics,Professor,287,21,6,0.0,20,16097,111
1250,"ANGELETOS, GEORGE M",2324,,,Economics,Professor,57,0,3,0.0,3,2602,6
1650,"ANGRIST, JOSHUA",4478,,,Economics,Professor,51,0,1,0.0,4,3257,17
1640,"AUTOR, DAVID H",131945,,,Economics,Professor,73,0,1,0.0,12,6766,20
4480,"BANERJEE, ABHIJIT",132352,,,Economics,Professor,102,0,6,0.0,9,6297,38
3500,"CABALLERO, RICARDO J",16278,,,Economics,Professor,73,0,3,0.0,10,2737,11
1630,"CHERNOZHUKOV, VICTOR V",20338,,,Economics,Professor,111,0,6,0.0,7,4278,8
1635,"DUFLO, ESTHER",29770,,,Economics,Professor,109,0,7,0.0,18,12377,47
7925,"ELLISON, GLENN DAVID",141014,,,Economics,Professor,31,0,1,0.0,7,1682,14
7920,"ELLISON, SARA FISHER",544479,,,Economics,Other,9,0,0,0.0,2,581,7
4350,"FINKELSTEIN, AMY",32612,,,Economics,Professor,87,0,9,0.0,13,5611,7
16135,"FUDENBERG, DREW",34875,,,Economics,Professor,106,1,3,0.0,7,4697,13
9280,"GIBBONS, ROBERT S",287812,,,Economics,Professor,27,0,0,0.0,9,1293,1
5140,"GRUBER, JONATHAN",41010,,,Economics,Professor,95,0,1,0.0,9,4234,32
5635,"HARRIS, JEFFREY E",51694,,,Economics,Professor,32,0,0,0.0,2,587,2
23960,"MORRIS, STEPHEN E",293928,,,Economics,Professor,127,0,1,0.0,7,3072,12
3715,"NEWEY, WHITNEY K",83855,,,Economics,Professor,52,0,6,0.0,6,2153,23
4485,"OLKEN, BENJAMIN",175961,,,Economics,Professor,51,0,4,0.0,3,3673,8
8355,"PALTSEV, SERGEY",1108047,,,Economics,Other,87,3,1,0.0,1,2914,7
1645,"PATHAK, PARAG",175960,,,Economics,Professor,55,0,0,0.0,10,3121,2
8315,"POTERBA, JAMES MICHAEL",160940,,,Economics,Professor,65,0,0,0.0,15,1477,52
2175,"ROSE, NANCY L",120488,,,Economics,Professor,5,0,1,0.0,5,200,8
7740,"TOWNSEND, ROBERT",175965,,,Economics,Professor,66,2,0,0.0,7,1708,14
7665,"WERNING, IVAN",128824,,,Economics,Professor,44,0,0,0.0,4,1236,4
7710,"YILDIZ, MUHAMET",130451,,,Economics,Professor,31,1,0,0.0,3,443,1
7400,"ADALSTEINSSON, ELFAR",112328,,,Electrical Engineering and Computer Sciences,Professor,102,16,21,0.0,1,3785,1
1130,"AGARWAL, ANANT",765,,,Electrical Engineering and Computer Sciences,Professor,25,41,12,0.0,6,2745,5
2080,"AKINWANDE, AKINTUNDE I",113445,,,Electrical Engineering and Computer Sciences,Professor,58,53,25,0.0,2,1123,2
1100,"AMARASINGHE, SAMAN P",1745,,,Electrical Engineering and Computer Sciences,Professor,31,65,17,0.0,3,2748,3
1560,"BALAKRISHNAN, HARI",4077,,,Electrical Engineering and Computer Sciences,Professor,38,96,15,0.0,10,12525,4
1330,"BALDO, MARC A",6644,,,Electrical Engineering and Computer Sciences,Professor,106,17,12,0.0,0,6559,4
2350,"BARZILAY, REGINA",7865,,,Electrical Engineering and Computer Sciences,Professor,57,47,19,0.0,6,1707,0
1325,"BERGGREN, KARL K",9467,,,Electrical Engineering and Computer Sciences,Professor,187,66,31,0.0,3,7538,2
5685,"BERNERS-LEE, TIMOTHY J",175956,,,Electrical Engineering and Computer Sciences,Professor,17,18,10,0.0,23,4124,18
2210,"BHATIA, SANGEETA N",8219,,,Electrical Engineering and Computer Sciences,Professor,240,3,27,0.0,16,24500,11
1270,"BONING, DUANE S",11597,,,Electrical Engineering and Computer Sciences,Professor,47,50,8,0.0,1,575,5
3995,"BRAIDA, LOUIS D",24465,,,Electrical Engineering and Computer Sciences,Professor,42,1,26,0.0,0,662,0
1345,"BULOVIC, VLADIMIR",14212,,,Electrical Engineering and Computer Sciences,Professor,204,52,14,0.0,3,22879,2
3660,"CHAN, VINCENT W. S",121041,,,Electrical Engineering and Computer Sciences,Professor,114,102,27,0.0,2,4230,3
1110,"CHANDRAKASAN, ANANTHA P",19111,,,Electrical Engineering and Computer Sciences,Professor,134,203,11,0.0,8,11401,14
1200,"CHLIPALA, ADAM",488078,,,Electrical Engineering and Computer Sciences,Associate,23,39,10,0.0,8,872,2
2575,"CHUANG, ISAAC",21544,,,Electrical Engineering and Computer Sciences,Professor,103,17,26,0.0,6,3383,1
4235,"DAHLEH, MUNTHER A",26320,,,Electrical Engineering and Computer Sciences,Professor,62,101,36,0.0,5,2577,2
4315,"DAVIS, RANDALL",139047,,,Electrical Engineering and Computer Sciences,Professor,23,53,18,0.0,3,873,0
1265,"DEL ALAMO, JESUS A",25772,,,Electrical Engineering and Computer Sciences,Professor,135,91,9,0.0,7,5158,3
1535,"DEMAINE, ERIK D",139391,,,Electrical Engineering and Computer Sciences,Professor,176,158,17,0.0,9,4931,76
1080,"DEVADAS, SRINIVAS",28908,,,Electrical Engineering and Computer Sciences,Professor,62,105,23,0.0,5,5479,9
1020,"DURAND, FREDERIC",28679,,,Electrical Engineering and Computer Sciences,Professor,132,105,7,0.0,5,10670,8
4870,"FISHER, JOHN W",287702,,,Electrical Engineering and Computer Sciences,Other,37,129,12,0.0,0,2121,0
5115,"FREEMAN, DENNIS M",40183,,,Electrical Engineering and Computer Sciences,Professor,27,15,12,0.0,1,523,4
1025,"FREEMAN, WILLIAM T",34370,,,Electrical Engineering and Computer Sciences,Other,78,112,12,0.0,8,14298,0
2745,"FUJIMOTO, JAMES G",41191,,,Electrical Engineering and Computer Sciences,Professor,367,134,57,0.0,17,20954,57
1520,"GIFFORD, DAVID K",44443,,,Electrical Engineering and Computer Sciences,Professor,94,18,38,0.0,2,13851,2
2315,"GLASS, JAMES R",287826,,,Electrical Engineering and Computer Sciences,Other,37,165,14,0.0,2,2105,0
4335,"GOLDWASSER, SHAFRIRA",46062,,,Electrical Engineering and Computer Sciences,Professor,12,49,13,0.0,16,2038,11
3120,"GRAY, MARTHA L",39725,,,Electrical Engineering and Computer Sciences,Professor,28,2,40,0.0,4,1618,2
5090,"GRIMSON, WILLIAM E",175954,,,Electrical Engineering and Computer Sciences,Professor,20,36,39,0.0,6,2074,7
1510,"GUTTAG, JOHN V",43476,,,Electrical Engineering and Computer Sciences,Professor,44,42,24,0.0,2,2829,7
5265,"HAGELSTEIN, PETER L",43792,,,Electrical Engineering and Computer Sciences,Associate,15,17,11,0.0,1,53,5
4860,"HORN, BERTHOLD K. P",75480,,,Electrical Engineering and Computer Sciences,Professor,28,31,1,0.0,4,513,0
9305,"HU, QING",288003,,,Electrical Engineering and Computer Sciences,Professor,149,76,57,0.0,7,7006,0
23895,"HUFNAGEL, STEFANIE S",1108050,,,Electrical Engineering and Computer Sciences,Other,70,9,20,0.0,0,404,3
23945,"HUTTENLOCHER, DANIEL P",235894,,,Electrical Engineering and Computer Sciences,Professor,13,27,0,0.0,5,10183,7
3680,"INDYK, PIOTR",49676,,,Electrical Engineering and Computer Sciences,Professor,22,84,14,0.0,10,4489,8
2310,"JAAKKOLA, TOMMI S",50192,,,Electrical Engineering and Computer Sciences,Professor,35,19,3,0.0,5,2195,17
6035,"JACKSON, DANIEL",60492,,,Electrical Engineering and Computer Sciences,Professor,22,57,14,0.0,6,1580,3
1545,"KAASHOEK, M FRANS",288248,,,Electrical Engineering and Computer Sciences,Professor,20,36,16,0.0,10,1968,5
2150,"KAELBLING, LESLIE P",149514,,,Electrical Engineering and Computer Sciences,Professor,25,56,23,0.0,2,1082,8
7230,"KAGAL, LALANA S",1108082,,,Electrical Engineering and Computer Sciences,Other,13,34,5,0.0,2,913,3
1500,"KARGER, DAVID R",57526,,,Electrical Engineering and Computer Sciences,Professor,42,96,9,0.0,13,5482,11
1490,"KATABI, DINA",53288,,,Electrical Engineering and Computer Sciences,Professor,58,89,17,0.0,10,9909,2
4675,"KATZ, BORIS",1108083,,,Electrical Engineering and Computer Sciences,Other,6,20,16,0.0,1,165,0
1950,"KELLIS, MANOLIS",53694,,,Electrical Engineering and Computer Sciences,Professor,249,14,47,0.0,7,71223,4
2750,"KOLODZIEJSKI, LESLIE A",70294,,,Electrical Engineering and Computer Sciences,Professor,22,24,13,0.0,2,557,1
1280,"KONG, JING",151147,,,Electrical Engineering and Computer Sciences,Professor,425,48,6,0.0,5,43166,3
1335,"LANG, JEFFREY H",58424,,,Electrical Engineering and Computer Sciences,Professor,69,73,8,0.0,2,2229,2
2715,"LEE, HAE-SEUNG",152464,,,Electrical Engineering and Computer Sciences,Professor,184,44,2,0.0,1,6248,4
1370,"LEEB, STEVEN B",152565,,,Electrical Engineering and Computer Sciences,Professor,68,58,22,0.0,3,1088,0
1185,"LEISERSON, CHARLES E",66842,,,Electrical Engineering and Computer Sciences,Professor,22,42,20,0.0,12,1408,2
6700,"LYNCH, NANCY ANN",95831,,,Electrical Engineering and Computer Sciences,Professor,39,88,30,0.0,10,1184,10
1475,"MADDEN, SAMUEL R",72171,,,Electrical Engineering and Computer Sciences,Professor,83,121,18,0.0,4,9946,11
1055,"MATUSIK, WOJCIECH",488080,,,Electrical Engineering and Computer Sciences,Professor,122,88,12,0.0,3,5089,4
1505,"MEDARD, MURIEL",106318,,,Electrical Engineering and Computer Sciences,Professor,136,322,27,0.0,9,10463,10
2555,"MEGRETSKI, ALEXANDRE",156094,,,Electrical Engineering and Computer Sciences,Professor,22,37,9,0.0,1,617,4
7015,"MICALI, SILVIO",106867,,,Electrical Engineering and Computer Sciences,Professor,17,32,3,0.0,8,1057,2
1170,"MILLER, ROBERT C",156619,,,Electrical Engineering and Computer Sciences,Professor,57,96,3,0.0,2,4146,0
1150,"MITHAL, ARVIND",627138,,,Electrical Engineering and Computer Sciences,Professor,11,34,11,0.0,0,437,0
1530,"MORRIS, ROBERT TAPPAN",157314,,,Electrical Engineering and Computer Sciences,Professor,46,32,6,0.0,7,5051,0
23740,"OLIVA, AUDE",73950,,,Electrical Engineering and Computer Sciences,Other,188,30,10,0.0,8,11816,2
23710,"OLIVER, WILLIAM D",1108296,,,Electrical Engineering and Computer Sciences,Associate,79,7,17,0.0,1,3283,0
1205,"O'REILLY, UNA-MAY",779106,,,Electrical Engineering and Computer Sciences,Other,22,114,10,0.0,0,1167,28
2040,"OZDAGLAR, ASUMAN E",159339,,,Electrical Engineering and Computer Sciences,Professor,119,87,9,0.0,2,8566,6
1275,"PALACIOS, TOMAS",113951,,,Electrical Engineering and Computer Sciences,Professor,242,100,44,0.0,10,16104,3
5120,"PARRILO, PABLO A",115030,,,Electrical Engineering and Computer Sciences,Professor,81,56,10,0.0,7,6075,10
4115,"PERREAULT, DAVID J",91892,,,Electrical Engineering and Computer Sciences,Professor,81,115,10,0.0,4,4382,4
1710,"RAM, RAJEEV J",161585,,,Electrical Engineering and Computer Sciences,Professor,99,107,36,0.0,5,4260,1
3985,"REED, CHARLOTTE M",1108052,,,Electrical Engineering and Computer Sciences,Other,106,9,11,0.0,1,15954,0
2730,"REIF, L RAFAEL",289066,,,Electrical Engineering and Computer Sciences,Professor,36,6,7,0.0,6,1133,5
1070,"RINARD, MARTIN C",79281,,,Electrical Engineering and Computer Sciences,Professor,49,109,20,0.0,4,3286,10
1175,"RIVEST, RONALD L",98082,,,Electrical Engineering and Computer Sciences,Professor,17,28,4,0.0,11,1281,14
5550,"RUBINFELD, RONITT",99686,,,Electrical Engineering and Computer Sciences,Professor,27,29,10,0.0,7,652,9
1515,"RUS, DANIELA L",175959,,,Electrical Engineering and Computer Sciences,Professor,166,343,36,0.0,16,15138,53
7555,"SCHINDALL, JOEL E",121795,,,Electrical Engineering and Computer Sciences,Other,4,3,5,0.0,0,224,0
1790,"SCHMIDT, MARTIN ARNOLD",121863,,,Electrical Engineering and Computer Sciences,Professor,205,32,9,0.0,1,8460,0
8540,"SENEFF, STEPHANIE",1108084,,,Electrical Engineering and Computer Sciences,Other,44,22,2,0.0,1,764,2
1480,"SHAH, DEVAVRAT",122541,,,Electrical Engineering and Computer Sciences,Professor,95,102,18,0.0,3,6224,7
1180,"SHAVIT, NIR N",488082,,,Electrical Engineering and Computer Sciences,Professor,28,60,12,0.0,2,2123,10
4680,"SHROBE, HOWARD E",1108085,,,Electrical Engineering and Computer Sciences,Other,10,24,37,0.0,3,348,7
3035,"SODINI, CHARLES G",166619,,,Electrical Engineering and Computer Sciences,Other,35,52,5,0.0,1,1768,3
6885,"SZOLOVITS, PETER",107502,,,Electrical Engineering and Computer Sciences,Professor,81,18,46,0.0,5,3482,3
1040,"TORRALBA, ANTONIO",169255,,,Electrical Engineering and Computer Sciences,Professor,124,120,13,0.0,5,16788,18
2365,"TSITSIKLIS, JOHN N",109910,,,Electrical Engineering and Computer Sciences,Professor,87,45,13,0.0,8,4044,5
3655,"VOLDMAN, JOEL",127691,,,Electrical Engineering and Computer Sciences,Professor,69,10,18,0.0,3,4085,3
3955,"WARDE, CARDINAL",112854,,,Electrical Engineering and Computer Sciences,Professor,9,7,7,0.0,2,32,0
1350,"WATTS, MICHAEL",412263,,,Electrical Engineering and Computer Sciences,Associate,94,150,12,0.0,0,4569,0
1095,"WHITE, JACOB K",96690,,,Electrical Engineering and Computer Sciences,Professor,83,57,17,0.0,1,2548,1
15290,"WILLIAMS, RICHARD RYAN",487788,,,Electrical Engineering and Computer Sciences,Associate,60,59,3,0.0,6,2737,0
7705,"WINSTON, PATRICK H",129630,,,Electrical Engineering and Computer Sciences,Professor,6,0,28,0.0,1,17,4
2570,"WONG, NGAI CHUEN",176616,,,Electrical Engineering and Computer Sciences,Other,118,139,20,0.0,1,3225,0
1770,"WORNELL, GREGORY W",172613,,,Electrical Engineering and Computer Sciences,Professor,50,107,28,0.0,4,12791,4
7235,"ZHENG, LIZHONG",173628,,,Electrical Engineering and Computer Sciences,Professor,39,65,13,0.0,3,1743,1
2560,"BERTSEKAS, DIMITRI P",1079557,,,Electrical Engineering and Computer Sciences,Other,39,11,7,0.0,5,805,13
4230,"CHRISTIA, FOTINI",176625,,,Institute for Data,Professor,18,0,0,0.0,3,191,6
4015,"COUGHLIN, JOSEPH F",287394,,,Institute for Data,Other,84,48,18,0.0,3,1993,8
10380,"DE NEUFVILLE, RICHARD L",604594,,,Institute for Data,Professor,43,10,0,0.0,3,895,12
2625,"FINKELSTEIN, STAN NEIL",370156,,,Institute for Data,Other,47,14,8,0.0,0,1087,3
5215,"GAMARNIK, DAVID",42291,,,Institute for Data,Professor,65,16,5,0.0,0,792,2
5020,"LARSON, RICHARD CHARLES",58666,,,Institute for Data,Other,45,2,12,0.0,7,1457,0
4225,"LO, ANDREW W",62691,,,Institute for Data,Professor,167,1,2,0.0,14,5121,85
3940,"MAGEE, CHRISTOPHER L",154380,,,Institute for Data,Other,57,5,2,0.0,3,858,5
6215,"MARKS, DAVID H",66174,,,Institute for Data,Other,3,0,14,0.0,1,403,0
16715,"MOSSEL, ELCHANAN",750286,,,Institute for Data,Professor,117,37,6,0.0,7,2458,2
3760,"OYE, KENNETH A",159334,,,Institute for Data,Professor,24,1,2,0.0,0,820,10
1455,"PENTLAND, ALEX PAUL",115847,,,Institute for Data,Professor,153,103,18,0.0,7,11457,55
4040,"RHODES, DONNA H",289086,,,Institute for Data,Other,63,37,17,0.0,2,768,4
6535,"ROOS, DANIEL",175952,,,Institute for Data,Other,2,2,1,0.0,1,120,2
7050,"SRA, SUVRIT",827946,,,Electrical Engineering and Computer Sciences,Associate,28,22,5,0.0,2,1781,12
9640,"PERREAU, BRUNO",412266,,,Global Studies and Languages Section,Professor,15,0,0,0.0,5,8,5
9695,"TENG, EMMA J",412299,,,Global Studies and Languages Section,Professor,8,0,1,0.0,4,5,12
4835,"ANNASWAMY, ANURADHA M",176136,,,Mechanical Engineering,Other,86,153,40,0.0,3,2464,6
3345,"ASADA, HARUHIKO",131768,,,Mechanical Engineering,Professor,96,195,21,0.0,8,3103,12
3320,"BARBASTATHIS, GEORGE",132426,,,Mechanical Engineering,Professor,153,203,16,0.0,3,4038,3
23850,"BARSOTTI, LISA",935373,,,,,263,20,0,0.0,4,34332,0
2675,"BAUTZ, MARSHALL W",432424,,,Physics,Other,110,85,42,0.0,0,6457,2
23615,"BOUMA, BRETT",630658,,,Institute for Medical Engineering and Science (IMES),Other,239,90,0,0.0,1,11357,15
2915,"BREAZEAL, CYNTHIA LYNN",12743,,,Media Arts and Sciences,Associate,45,123,17,0.0,5,4041,13
2460,"BURGER, JOSEPH D",176378,,,,,70,3,0,0.0,0,4336,0
3115,"BUSZA, WIT",15477,,,Physics,Other,1055,11,0,0.0,1,40785,1
2465,"CAI, XUDONG",287214,,,,,163,2,0,0.0,0,11471,0
2455,"CAPELL, MICHAEL H",176377,,,,,65,1,0,0.0,0,4225,0
3635,"CHAKRABARTY, DEEPTO",18739,,,Physics,Professor,120,15,78,0.0,5,4956,0
15580,"CHANG, YIN HAO",836166,,,,,101,0,0,0.0,1,7055,0
3270,"CHEN, GANG",287297,,,Mechanical Engineering,Professor,1385,160,46,0.0,13,53202,2
1425,"CIMA, MICHAEL J",20524,,,Materials Science and Engineering,Professor,114,5,11,0.0,5,4279,4
6635,"COHEN, RICHARD J",137517,,,Institute for Medical Engineering and Science (IMES),Professor,47,4,15,0.0,2,1006,0
5960,"EDELMAN, ELAZER R",140709,,,Institute for Medical Engineering and Science (IMES),Professor,329,16,20,0.0,9,7707,15
2470,"FISHER, PETER H",142162,,,Physics,Professor,275,13,5,0.0,2,13722,0
1260,"FITZGERALD, EUGENE A",38449,,,Materials Science and Engineering,Professor,332,92,23,0.0,2,11010,5
2240,"HERR, HUGH M",47614,,,Media Arts and Sciences,Professor,78,51,66,0.0,3,6005,1
2065,"JOANNOPOULOS, JOHN",51541,,,Physics,Professor,270,125,27,0.0,11,22843,6
2755,"JOHNSON, STEVEN G",288194,,,Mathematics,Professor,209,71,3,0.0,1,11877,7
3325,"KAMM, ROGER DALE",176486,,,Mechanical Engineering,Other,300,23,59,0.0,7,15246,16
3885,"KETTERLE, WOLFGANG",66052,,,Physics,Professor,111,15,45,0.0,17,9965,4
1780,"KIM, SANG-GOOK",60327,,,Mechanical Engineering,Professor,100,41,3,0.0,1,5531,1
1090,"KIMERLING, LIONEL C",60448,,,Materials Science and Engineering,Professor,208,218,26,0.0,5,12287,4
1870,"LLOYD, SETH",93945,,,Mechanical Engineering,Professor,183,15,15,0.0,2,14027,2
6340,"MADNICK, STUART E",72230,,,Management,Professor,104,22,10,0.0,0,598,13
1760,"MAKRIS, NICHOLAS",154516,,,Mechanical Engineering,Professor,98,1,23,0.0,0,983,1
15780,"MIRONOV, CAMELIA MARIA",836835,,,,,1006,2,0,0.0,0,42032,0
17815,"PARK, JI HOON",836967,,,,,335,50,0,0.0,0,7915,4
2480,"PAUS, CHRISTOPH M. E",30783,,,Physics,Professor,1506,59,8,0.0,1,53265,0
1785,"RASKAR, RAMESH",176631,,,Media Arts and Sciences,Associate,132,254,18,0.0,4,6852,14
6620,"RICKER, GEORGE R",176530,,,Physics,Other,171,13,32,0.0,0,5682,2
3435,"ROLAND, CHRISTOF E",289165,,,,,1330,15,0,0.0,0,45827,0
3445,"ROLAND, GUNTHER M",120362,,,Physics,Professor,1135,19,4,0.0,1,44587,0
4515,"ROSENSON, LAWRENCE",544586,,,Physics,Other,42,0,0,0.0,0,2365,0
1235,"SCHUH, CHRISTOPHER A",102823,,,Materials Science and Engineering,Professor,266,2,31,0.0,13,12198,6
1615,"SLOCUM, ALEXANDER H",123583,,,Mechanical Engineering,Professor,171,55,29,0.0,11,2706,2
6920,"TEMKIN, RICHARD J",176617,,,Physics,Other,119,143,38,0.0,3,5529,3
2475,"TING, SAMUEL",16275,,,Physics,Professor,66,5,2,0.0,6,4205,2
3730,"TULLER, HARRY L",90491,,,Materials Science and Engineering,Professor,228,16,28,0.0,6,7964,15
7670,"WILCZEK, FRANK",129225,,,Physics,Professor,127,6,0,0.0,16,3541,35
3450,"WYSLOUCH, BOLESLAW",116604,,,Physics,Professor,1053,10,35,0.0,1,41300,1
3315,"YANNAS, IOANNIS V",100111,,,Mechanical Engineering,Professor,47,3,14,0.0,6,4016,13
9565,"CAPOZZOLA, CHRISTOPHER",395013,,,History Section,Professor,24,0,0,0.0,6,26,7
7945,"FOGELSON, ROBERT M",142351,,,History Section,Professor,1,0,0,0.0,1,0,7
5035,"KHOURY, PHILIP S",395017,,,History Section,Professor,10,0,0,0.0,2,14,4
9580,"MCCANTS, ANNE E. C",395019,,,History Section,Professor,42,0,0,0.0,1,85,7
9585,"RAVEL, JEFFREY S",395020,,,History Section,Professor,15,0,1,0.0,3,2,6
5030,"RITVO, HARRIET",395021,,,History Section,Professor,46,0,1,0.0,8,77,23
9590,"WILDER, CRAIG S",395023,,,History Section,Professor,2,0,0,0.0,5,1,5
8890,"BYRNE, ALEXANDER",176511,,,Linguistics and Philosophy,Professor,27,1,0,0.0,2,461,24
4280,"DEGRAFF, MICHEL ANNE-FREDERIC",28201,,,Linguistics and Philosophy,Professor,13,0,2,0.0,1,83,10
4985,"FLEMMING, EDWARD",35486,,,Linguistics and Philosophy,Associate,12,0,0,0.0,0,94,5
7940,"FLYNN, SUZANNE",142341,,,Linguistics and Philosophy,Professor,22,2,0,0.0,1,504,15
5080,"FOX, DANIEL",39386,,,Linguistics and Philosophy,Professor,23,1,0,0.0,1,504,9
8910,"MCGEE, VANN",176516,,,Linguistics and Philosophy,Professor,8,0,0,0.0,1,34,12
2360,"MIYAGAWA, SHIGERU",370157,,,Linguistics and Philosophy,Other,17,0,5,0.0,1,201,18
8905,"RAYO FIERRO, AGUSTIN",176515,,,Linguistics and Philosophy,Professor,17,0,0,0.0,3,111,3
6520,"RICHARDS, NORVIN W",79005,,,Linguistics and Philosophy,Professor,11,0,0,0.0,0,173,12
14615,"SCHWARZSCHILD, ROGER S",84052,,,Linguistics and Philosophy,Professor,10,0,0,0.0,0,175,3
14640,"SETIYA, KIERAN",122493,,,Linguistics and Philosophy,Professor,28,2,0,0.0,2,320,12
8895,"STALNAKER, ROBERT",176512,,,Linguistics and Philosophy,Other,25,0,0,0.0,4,350,38
9715,"FULLER, MARY C",412307,,,Literature Section,Professor,7,0,1,0.0,3,2,10
14655,"GUBAR, MARAH",145129,,,Literature Section,Associate,16,0,0,0.0,2,67,9
9720,"JACKSON, NOEL B",412308,,,Literature Section,Associate,7,0,0,0.0,0,12,3
9795,"TAPSCOTT, STEPHEN JAMES",412348,,,Literature Section,Professor,1,0,0,0.0,2,0,14
9800,"THORBURN, DAVID",412349,,,Literature Section,Professor,6,0,0,0.0,1,338,7
