USPTO,Author_Id,Filing_Date
8790922,1975,2010-10-04
8742092,1975,2010-10-04
8632997,1975,2010-10-04
8552171,1975,2010-10-04
8420391,1975,2010-10-04
8394628,1975,2010-10-04
7763446,1975,2008-12-10
7485441,1975,2006-03-07
7008780,1975,2001-05-10
6326166,1975,1998-03-16
4487829,1975,
15/467888,1975,
16/580016,1975,
16/368957,1975,
15/640103,1975,
8679782,2630,2010-06-15
8314071,2630,2008-12-22
7300777,2630,2005-05-25
7109007,2630,2005-03-22
6987017,2630,2002-08-20
6965021,2630,2001-10-12
6884606,2630,2002-01-15
6881560,2630,2003-01-13
6649379,2630,
6528706,2630,2001-08-21
6451564,2630,2000-06-30
6403351,2630,2000-10-03
6171833,2630,1998-12-23
5811272,2630,
5798235,2630,
5663063,2630,1995-05-10
5661026,2630,
5641660,2630,
5534432,2630,1995-04-07
5512669,2630,
5506124,2630,
5480794,2630,
5250436,2630,
5250430,2630,
5245023,2630,1991-05-08
5229279,2630,
5082936,2630,
5037972,2630,
5028703,2630,
4992540,2630,
4965197,2630,
4810646,2630,
4649119,2630,
3968009,2630,
3720585,2630,
5977321,7675,
5580961,7675,
5189147,7675,
4874845,7675,
4873190,7675,
4663281,7675,
15/272969,7675,
15/737156,7675,
10786471,5485,2018-02-06
10123985,5485,2016-06-08
16/887710,23655,
4649119,4925,
8252591,4075,2005-05-06
7491530,4075,2002-12-18
6861511,4075,
6201108,4075,1995-05-23
6086867,4075,
6046157,4075,
6010872,4075,1994-09-23
6008011,4075,
6001969,4075,
5604107,4075,
5401638,4075,
5300631,4075,
4935341,4075,
4786718,4075,
4535058,4075,
10630917,2840,
10426757,14590,2015-05-29
16/839629,14590,
16/864963,14590,
16/655125,14590,
7611838,1980,2007-08-06
6482614,1980,
6410243,1980,2000-09-01
6338952,1980,1994-11-03
6335183,1980,1995-06-05
5807723,1980,
4906742,1980,
9538056,1065,2015-04-02
9127938,1065,2012-07-30
8411140,1065,2009-06-19
5706417,1065,
5557684,1065,
5526446,1065,
10962707,1795,
9861810,1795,2013-06-17
9681979,1795,2014-12-01
9505978,1795,2010-10-27
9093657,1795,2009-09-03
8941299,1795,2007-05-18
16/427911,1795,
15/359606,1795,
10682397,2785,2016-11-30
10596176,2785,2016-08-09
10137122,2785,2015-07-14
9096594,2785,2013-10-11
10993634,2870,2017-07-06
10995361,2870,2018-01-22
10905878,2870,2018-12-17
10820914,2870,2016-04-11
10758175,2870,2019-09-16
10717769,2870,2012-11-12
10711044,2870,2019-09-13
10683510,2870,2017-02-12
10563257,2870,2018-08-23
10545145,2870,2016-04-14
10526649,2870,2017-10-20
10520715,2870,2018-10-09
10514534,2870,2018-10-10
10472398,2870,2014-05-12
10472399,2870,2016-11-23
10448883,2870,2016-07-21
10392426,2870,2015-02-06
10364457,2870,2016-08-05
10330674,2870,2016-01-13
10317321,2870,2016-08-05
10309879,2870,2015-02-20
10173061,2870,2017-03-19
10120180,2870,2015-09-28
10106584,2870,2016-09-30
10059990,2870,2016-04-14
9668804,2870,2012-11-13
9500641,2870,2015-01-20
9498293,2870,2013-11-13
9163094,2870,2012-09-27
8957028,2870,2011-11-14
8939774,2870,2012-11-12
8910638,2870,2011-10-24
8708965,2870,2009-11-17
16/043950,2870,
16/026551,2870,
16/306627,2870,
16/135938,2870,
16/885457,2870,
16/907831,2870,
16/318428,2870,
16/231478,2870,
17/140022,2870,
15/586246,2870,
16/126384,2870,
17/089003,2870,
16/080127,2870,
16/943491,2870,
16/541702,2870,
16/043122,2870,
16/736248,2870,
16/267849,2870,
16/794849,2870,
17/020803,2870,
16/452362,2870,
16/541707,2870,
10885803,2845,2015-01-23
10786168,2845,2017-11-29
10682490,2845,2019-04-04
10265497,2845,2016-11-23
10159816,2845,2017-07-11
8903192,2845,
15/170900,2845,
16/629210,2845,
16/901628,2845,
16/901592,2845,
16/791819,2845,
16/128078,10400,
15/416238,10400,
10416116,2860,2015-04-03
16/093204,2860,
16/549450,2860,
15/780875,2860,
16/863781,2775,
10297835,7550,2014-05-15
16/955958,2825,
16/260630,2825,
10127929,23875,2016-09-06
16/983974,23875,
10933218,2770,2016-01-29
15/521780,9925,
10335946,5780,
9488974,5780,
8608674,5780,2009-07-07
7618381,5780,2004-10-27
7556606,5780,2007-05-17
5794621,5780,
5466213,5780,
17/088397,5780,
10997367,16145,2018-09-13
8775358,7300,2008-11-24
8352384,7300,2009-03-04
10986992,7680,2017-08-16
16/791819,7680,
15/676880,7680,
7168953,2375,
6549660,2375,
6250928,2375,
5963670,2375,
5774129,2375,
5745668,2375,
5659692,2375,
5416899,2375,
5325475,2375,
7337396,1035,
7069506,1035,
7130461,1035,
6993726,1035,
6883138,1035,
6721733,7890,2002-08-08
6549660,7890,
6463426,7890,1998-10-26
5963670,7890,
7216018,6965,2004-06-28
6144884,6965,
5266875,6965,
9730945,2800,2014-10-10
8969295,2800,2009-08-11
8940732,2800,2010-01-15
8903192,2800,
7994127,2800,2008-06-06
10960225,3290,2018-10-10
10682490,3290,2019-04-04
10662199,3290,2012-04-30
10265497,3290,2016-11-23
10167277,3290,2015-08-25
10159816,3290,2017-07-11
10124035,3290,2012-09-10
9890172,3290,2016-05-05
9447030,3290,2013-10-28
9365498,3290,2013-10-28
9115053,3290,2012-07-20
8841346,3290,2012-08-27
8263547,3290,2009-05-28
8088951,3290,2007-11-30
16/901628,3290,
16/135938,3290,
16/010030,3290,
16/119656,3290,
16/901592,3290,
11021740,2405,2018-03-15
11008588,2405,2015-12-17
11001829,2405,2017-03-24
10968257,2405,2019-04-03
10954514,2405,2017-06-12
10946108,2405,2014-06-11
10930367,2405,2013-12-12
10876100,2405,2017-12-16
10851357,2405,2016-06-10
10801017,2405,2012-11-30
10696986,2405,2017-06-12
10689691,2405,2015-12-21
10669540,2405,2017-10-13
10655173,2405,2016-04-18
10648020,2405,2017-12-17
10577630,2405,2015-12-16
10550372,2405,2016-06-10
10494621,2405,2018-10-11
10377998,2405,2016-06-10
10266887,2405,2018-03-09
10266886,2405,2018-03-09
10190137,2405,2017-11-29
9840713,2405,2014-10-24
9834791,2405,2014-11-07
9822372,2405,2013-12-12
9790490,2405,2015-12-18
9370551,2405,2012-07-25
8999641,2405,2013-12-12
8993233,2405,2013-12-12
8945839,2405,2014-04-18
8932814,2405,2014-04-22
8906616,2405,2014-05-29
8895308,2405,2014-06-02
8889356,2405,2014-02-18
8889418,2405,2014-06-02
8871445,2405,2014-04-23
8865406,2405,2014-03-24
8795965,2405,2014-02-18
8771945,2405,2014-02-18
8697359,2405,2013-10-15
8614092,2405,2012-12-31
8507272,2405,2013-02-15
8481309,2405,2013-02-15
8450107,2405,2012-09-06
16/626396,2405,
16/071896,2405,
16/063643,2405,
17/081387,2405,
15/619737,2405,
16/617560,2405,
17/002262,2405,
16/535043,2405,
15/967495,2405,
15/632067,2405,
16/614549,2405,
16/445156,2405,
16/493464,2405,
14/704551,2405,
16/844548,2405,
15/952132,2405,
16/906580,2405,
15/330876,2405,
16/844657,2405,
16/445150,2405,
16/532442,2405,
16/310553,2405,
15/967510,2405,
16/650480,2405,
16/835386,2405,
16/756134,2405,
15/842073,2405,
15/960064,2405,
16/645571,2405,
16/178551,2405,
14/991083,2405,
16/003085,2405,
16/012692,2405,
16/285128,2405,
15/467888,2405,
16/604711,2405,
16/697018,2405,
15/679619,2405,
16/325898,2405,
15/467949,2405,
15/922879,2405,
16/955380,2405,
15/230161,2405,
15/572523,2405,
16/629310,2405,
16/494279,2405,
16/631879,2405,
16/459174,2405,
16/468234,2405,
16/904529,2405,
15/967464,2405,
16/310577,2405,
16/611025,2405,
16/614424,2405,
15/179941,2405,
16/756139,2405,
16/584546,2405,
16/450825,2405,
16/450699,2405,
15/482603,2405,
16/450852,2405,
15/844530,2405,
16/938110,2405,
16/535042,2405,
16/909064,2405,
16/909101,2405,
17/034553,2405,
16/048038,2405,
16/400026,2405,
15/620391,2405,
17/085937,2405,
17/034754,2405,
16/177403,2405,
16/954032,2405,
16/772269,2405,
16/517534,2405,
16/012609,2405,
17/133141,2405,
16/374696,2405,
16/704857,2405,
16/604724,2405,
15/930478,2405,
16/649170,2405,
16/920982,2405,
16/525531,2405,
16/592744,2405,
16/753896,2405,
15/838720,2405,
17/027151,2405,
15/842315,2405,
15/754984,2405,
16/943234,2405,
15/436396,2405,
16/800988,2405,
16/820590,2405,
16/717713,2405,
16/773000,2405,
15/640103,2405,
16/819778,2405,
15/807007,2405,
16/087036,2405,
15/554627,2405,
16/621085,2405,
15/922576,2405,
16/937286,2405,
16/095207,2405,
16/095253,2405,
16/325892,2405,
16/623799,2405,
10959953,2435,2019-11-15
10941395,2435,2018-07-06
10933139,2435,2018-11-05
10898443,2435,2018-08-22
10851069,2435,2017-04-04
10844028,2435,2018-12-03
10842753,2435,2019-05-10
10835486,2435,2016-12-15
10814115,2435,2012-12-27
10786446,2435,2018-11-26
10736966,2435,2015-08-12
10729818,2435,2017-05-05
10730983,2435,2017-06-13
10709667,2435,2019-05-03
10709818,2435,2016-11-02
10696944,2435,2014-04-17
10695444,2435,2019-02-06
10683379,2435,2016-03-23
10682374,2435,2018-09-10
10548959,2435,2016-09-23
10493031,2435,2018-07-03
10426735,2435,2015-08-03
10292936,2435,2017-05-05
10285949,2435,2016-07-12
10278922,2435,2017-12-05
10201618,2435,2016-06-17
10189802,2435,2017-01-27
10172791,2435,2015-09-14
10117934,2435,2016-01-14
10086013,2435,2016-11-01
10052284,2435,2017-03-06
10047355,2435,2016-12-09
10011817,2435,2008-09-29
9994615,2435,2014-08-18
9981068,2435,2014-07-03
9970002,2435,2013-12-12
9972649,2435,2016-10-17
9895443,2435,2015-12-22
9867869,2435,2015-06-12
9840479,2435,2015-07-01
9700627,2435,2015-07-28
9629804,2435,2014-10-22
9555413,2435,2015-03-24
9556110,2435,2015-01-16
9512073,2435,2012-10-26
9439968,2435,2016-01-04
9422373,2435,2012-06-04
9339529,2435,2014-08-18
9315472,2435,2014-05-01
9238716,2435,2012-03-23
9236556,2435,2013-11-04
9227917,2435,2013-11-25
9193827,2435,2013-05-14
9101666,2435,2013-09-17
9006487,2435,2006-06-14
8986988,2435,2010-06-22
8969353,2435,2011-08-16
8808681,2435,2007-06-05
8562966,2435,2011-12-06
8557231,2435,2005-04-06
8450298,2435,2010-03-03
8287849,2435,2009-07-23
8071082,2435,2007-07-20
7427394,2435,2003-05-28
6998115,2435,2001-10-02
62/113887,2435,
16/179714,2435,
2738766,2435,
16/879065,2435,
16/007922,2435,
16/289390,2435,
62/020114,2435,
62/036492,2435,
62/032148,2435,
62/137003,2435,
17/080355,2435,
15/588460,2435,
16/663585,2435,
17/070486,2435,
16/584170,2435,
16/182307,2435,
15/765585,2435,
16/075568,2435,
16/920982,2435,
16/256003,2435,
16/141107,2435,
16/818021,2435,
17/024148,2435,
16/179698,2435,
16/002965,2435,
16/556470,2435,
16/692624,2435,
16/818588,2435,
16/432177,2435,
16/867291,2435,
10628750,5475,2015-11-17
10411284,5425,2014-10-02
8999132,5425,2014-07-08
8801910,5425,2011-06-21
7708873,5425,2007-02-01
10814115,2720,2012-12-27
10252231,2720,2015-10-30
10005058,2720,2015-10-30
5947921,2720,1995-12-18
16/284722,2720,
10987636,2335,2018-08-31
16/499776,2335,
16/499780,2335,
16/161852,2335,
10658848,7585,2017-10-16
9812883,7585,2015-02-18
9300000,7585,2012-02-28
62/723700,7585,
62/657199,7585,
62/976601,7585,
63/09740,7585,
63/050361,7585,
16/383525,7585,
11015063,3225,2017-03-21
10479895,3225,2017-04-05
10478802,3225,2014-05-09
10294756,3225,2011-08-25
10202711,3225,2010-08-23
9506846,3225,2013-08-08
9352258,3225,2014-01-10
8986848,3225,2010-06-02
8701927,3225,2010-02-10
8446666,3225,2009-05-18
8323637,3225,2009-04-09
8313798,3225,2010-09-29
7842352,3225,2006-08-09
4404256,3225,
4264750,3225,
4167544,3225,
15/458925,3225,
16/271770,3225,
10622098,23705,2018-08-29
10252239,23705,2016-08-12
10179901,6655,2010-07-09
9816070,6655,2014-06-13
9447378,6655,2013-04-29
9388381,6655,2012-05-14
9029147,6655,2010-04-20
7984642,6655,2009-06-09
7543480,6655,2005-11-14
4080423,6655,
16/637256,6655,
10533133,2250,2016-12-22
9937495,2250,2014-10-27
9910352,2250,2015-05-01
9528145,2250,2014-03-14
9528144,2250,2014-03-14
9512278,2250,2012-02-17
9310361,2250,2011-04-08
9138659,2250,2011-08-23
8535644,2250,2009-10-13
8252517,2250,2009-07-16
8034629,2250,2009-09-01
7947487,2250,2007-10-04
7709544,2250,2006-10-25
15/713508,2250,
16/191368,2250,
10316354,23590,2014-07-14
8603996,23605,2012-03-13
11017958,3030,2019-08-05
10898861,3030,2018-07-20
10867719,3030,2018-07-16
10755942,3030,2017-08-24
10583677,3030,2017-12-06
10519326,3030,2014-04-07
10510971,3030,2018-07-18
10155843,3030,2016-11-18
10118426,3030,2015-11-25
9957618,3030,2012-02-28
9884341,3030,2012-08-10
9816070,3030,2014-06-13
9656294,3030,2013-11-20
9598598,3030,2014-07-07
9553268,3030,2013-02-13
9530965,3030,2014-07-15
9498934,3030,2015-02-12
9448219,3030,2013-05-14
9214639,3030,2010-06-24
9163307,3030,2013-03-11
9136488,3030,2013-05-29
9034659,3030,2012-07-13
8779071,3030,2009-10-23
8765458,3030,2013-05-29
8372928,3030,2011-05-20
7431969,3030,2005-08-05
6509138,3030,2000-01-12
6156435,3030,
6153269,3030,
6045877,3030,
5888591,3030,
16/250717,3030,
16/635990,3030,
15/931987,3030,
9909491,2330,2015-09-28
9169773,2330,2013-03-14
16/959441,2330,
10994025,1875,2018-05-11
10873117,1875,2013-12-30
10278927,1875,2013-04-23
10276309,1875,2013-10-08
10256516,1875,
10199588,1875,2016-08-18
10074839,1875,
9737557,1875,2015-07-28
9705167,1875,2013-12-06
9610252,1875,2015-04-10
9590278,1875,2015-08-06
9393217,1875,2014-10-10
9320750,1875,2013-04-23
9274108,1875,2010-03-11
9198875,1875,2009-08-17
9082554,1875,2013-06-10
9070932,1875,2011-10-11
9059444,1875,2009-02-02
8906814,1875,2009-08-17
8689726,1875,2007-09-05
8234998,1875,2009-07-06
8105652,1875,2006-07-26
8075951,1875,2009-04-30
7112361,1875,2002-10-24
17/100091,1875,
16/063478,1875,
16/625955,1875,
16/342797,1875,
16/981626,1875,
16/479070,1875,
11026419,2415,2019-05-14
10934439,2415,2018-06-22
10913658,2415,2018-06-08
10867719,2415,2018-07-16
10766795,2415,2016-10-27
10625209,2415,2015-12-30
10610824,2415,2017-02-03
10464018,2415,2016-10-26
10383357,2415,2017-05-10
10322399,2415,2016-11-17
10286355,2415,2017-07-26
10182593,2415,2012-08-01
9919287,2415,2014-01-10
9910352,2415,2015-05-01
9567678,2415,2014-10-03
9307790,2415,2011-08-01
9302219,2415,2012-08-29
9205089,2415,2012-04-27
9138659,2415,2011-08-23
8992985,2415,2011-11-04
8945393,2415,2012-02-09
8772197,2415,2010-05-17
8684189,2415,2010-07-21
7709544,2415,2006-10-25
17/090235,2415,
16/450859,2415,
16/450847,2415,
16/150186,2415,
16/482954,2415,
16/921683,2415,
16/522224,2415,
16/345676,2415,
16/583826,2415,
16/024493,2415,
16/323468,2415,
17/005243,2415,
16/924094,2415,
16/373386,2415,
17/090180,2415,
17/090146,2415,
15/647599,2415,
15/030537,2415,
10625209,7650,2015-12-30
9302219,7650,2012-08-29
10988504,1695,2017-09-05
10889613,1695,2017-05-22
10870112,1695,2018-09-28
10792639,1695,2018-04-16
10780410,1695,2017-02-15
10696944,1695,2014-04-17
10622098,1695,2018-08-29
10526573,1695,2017-05-12
10252239,1695,2016-08-12
10124336,1695,2016-02-12
9927038,1695,2015-02-10
9868759,1695,2015-09-14
9790424,1695,2015-04-08
9695214,1695,2015-09-15
9441156,1695,2014-08-29
9248421,1695,2006-10-10
9169287,1695,2013-03-15
9116537,1695,2011-05-20
8877930,1695,2010-11-04
8828478,1695,2013-05-09
8763623,1695,2010-11-05
8481113,1695,2011-06-10
8481112,1695,2011-06-10
8435387,1695,2009-11-13
8362684,1695,2012-05-07
8174181,1695,2011-08-11
8158193,1695,2009-07-27
8101021,1695,2007-12-13
8101234,1695,2010-03-16
8075778,1695,2006-11-13
8053972,1695,2010-02-04
7943552,1695,
7692373,1695,2007-04-13
7566476,1695,2006-08-11
7374824,1695,2006-04-07
7316967,1695,2005-09-22
7282240,1695,2000-10-20
7264527,1695,2004-06-25
7229497,1695,2004-08-19
7060243,1695,2003-06-09
6914265,1695,
6890777,1695,
6861155,1695,2003-08-19
6803719,1695,1999-07-09
6774361,1695,2002-05-30
6617583,1695,1998-09-24
6607829,1695,2000-07-26
6602671,1695,1999-09-17
6501091,1695,1998-10-07
6322901,1695,1997-11-13
6207229,1695,
16/098333,1695,
16/090582,1695,
15/267995,1695,
16/818021,1695,
16/988827,1695,
16/141107,1695,
10987636,5585,2018-08-31
10870112,5585,2018-09-28
10776608,5585,2018-08-13
10137426,5585,2016-09-16
10124336,5585,2016-02-12
10078778,5585,2016-01-15
10032615,5585,2015-06-16
9953209,5585,2016-03-30
9709479,5585,2014-10-24
9463431,5585,2015-10-30
9404924,5585,2009-12-04
9244071,5585,2011-10-11
9244080,5585,2011-09-07
9244080,5585,2011-09-07
8865479,5585,2010-08-16
8835187,5585,2013-08-06
8835188,5585,2013-08-06
8772049,5585,2013-08-06
8569046,5585,2009-02-20
7776553,5585,2006-09-18
62/480432,5585,
16/499780,5585,
62/480435,5585,
16/758640,5585,
62/444758,5585,
62/445350,5585,
16/758485,5585,
62/480430,5585,
62/480438,5585,
62/480426,5585,
17/022836,5585,
16/170323,5585,
16/213551,5585,
62/480427,5585,
16/070505,5585,
16/499776,5585,
16/500071,5585,
16/990390,5585,
62/480418,5585,
62/480422,5585,
62/480416,5585,
62/480436,5585,
62/480428,5585,
16/081083,5585,
10052789,15305,
10517990,2615,2015-12-02
10220098,2615,2016-12-20
10034958,2615,2014-06-19
9963492,2615,2016-05-16
9540462,2615,2015-12-07
8916683,2615,2011-10-05
16/523209,2615,
16/106561,2615,
10941379,2260,2017-05-09
10100335,2260,2014-10-31
8835138,2260,2012-12-05
8835147,2260,2010-12-21
8669379,2260,2012-02-24
8361760,2260,2010-03-05
61/482845,2260,
15/317704,2260,
62/009672,2260,
12/935378,2260,
10099979,8000,2017-01-27
10022709,8000,2014-08-06
8748670,8000,2013-03-15
8729256,8000,2011-01-14
7880049,8000,2007-06-06
7572925,8000,2007-06-04
6960722,8000,2004-03-02
62/403938,8000,
16/870192,8000,
17/251586,8000,
16/835149,8000,
15/344544,8000,
16/339688,8000,
10344399,1360,2016-10-11
10053798,1360,2015-04-30
9903050,1360,2013-11-06
9205089,1360,2012-04-27
8906814,1360,2009-08-17
8684189,1360,2010-07-21
8071722,1360,2010-01-15
7674882,1360,2004-12-23
16/458532,1360,
16/024493,1360,
15/804969,9610,
62/572392,9610,
16/523209,9610,
16/202007,9610,
16/158506,9610,
17/251129,15310,
62/683516,15310,
63/155697,15310,
62/926004,15310,
17/251133,15310,
16/435397,15310,
11028413,5480,2020-03-05
10676721,5480,2011-09-02
10633675,5480,2018-07-10
10519470,5480,2018-03-19
10294481,5480,2016-09-30
10227597,5480,2017-09-28
10174347,5480,2016-04-29
10064885,5480,2013-08-23
10006065,5480,2014-06-23
9994876,5480,2015-09-24
9957527,5480,2016-07-12
9862977,5480,2014-11-19
9796980,5480,2016-05-12
9404130,5480,2014-11-25
9273307,5480,2013-10-15
9267118,5480,2011-03-07
9181539,5480,2011-05-05
9096876,5480,2013-06-21
8951776,5480,2012-10-19
8927241,5480,2011-09-30
8765404,5480,2011-03-02
8735132,5480,2011-05-05
8512988,5480,2010-11-10
8193314,5480,2008-07-10
8110672,5480,2006-04-26
7993905,5480,2008-07-01
7410791,5480,2006-01-13
7067306,5480,2001-12-21
6884606,5480,2002-01-15
6403351,5480,2000-10-03
6368838,5480,1999-08-12
6171833,5480,1998-12-23
5976826,5480,1997-10-16
5776748,5480,1996-06-06
16/023336,5480,
15/110158,5480,
15/296148,5480,
16/425373,5480,
16/447418,5480,
16/320740,5480,
10890582,1380,2014-02-20
10712347,1380,2014-06-30
10338051,1380,2017-06-06
10041951,1380,2013-01-31
9980668,1380,2012-07-31
9901295,1380,2014-09-16
9664677,1380,2011-04-19
9403684,1380,2013-03-14
8941285,1380,2012-04-23
8765488,1380,2005-07-22
8568685,1380,2010-09-03
8377700,1380,2010-02-26
15/781123,1380,
15/778222,1380,
16/919051,1380,
16/865684,1380,
16/462470,1380,
16/114185,1380,
15/773166,1380,
16/591596,1380,
16/866091,1380,
16/991013,1380,
16/120114,1380,
16/319315,1380,
16/120125,1380,
10855046,1850,2018-10-13
10825996,1850,2019-03-26
10273405,1850,2017-05-03
9841544,1850,2014-12-08
9481582,1850,2014-11-24
8908261,1850,2012-01-26
10762980,1885,2014-05-16
10703048,1885,2015-05-20
10431325,1885,2013-08-02
10213960,1885,2016-11-18
10053798,1885,2015-04-30
9922164,1885,2009-06-19
9822467,1885,2012-11-15
9777067,1885,2013-09-27
9676841,1885,2014-04-29
9629925,1885,2014-08-01
9410142,1885,2013-06-05
9205089,1885,2012-04-27
9138659,1885,2011-08-23
8834885,1885,2012-02-27
8747848,1885,2011-09-20
15/713508,1885,
16/610485,1885,
15/054956,1885,
9931829,6135,2015-10-29
7993905,6135,2008-07-01
7410791,6135,2006-01-13
7067306,6135,2001-12-21
6368838,6135,1999-08-12
5976826,6135,1997-10-16
5776748,6135,1996-06-06
4293654,6135,
4189534,6135,
4036693,6135,
3120472,6135,
16/504165,6135,
10996170,1700,2017-03-10
10847278,1700,2019-02-23
10807865,1700,2012-03-15
10794771,1700,2016-02-16
10758633,1700,2018-10-01
10711183,1700,2016-09-03
10680194,1700,2016-01-12
10660561,1700,2013-02-25
10276735,1700,2017-07-26
10226427,1700,2016-03-16
10225906,1700,2005-10-20
10217540,1700,2013-03-28
10202546,1700,2017-09-11
10174243,1700,2010-08-24
10113112,1700,2016-07-01
10109760,1700,2016-04-08
10086094,1700,2015-09-11
10043993,1700,2007-06-25
10014438,1700,2017-01-18
9986915,1700,2016-07-27
9944847,1700,2016-02-16
9935240,1700,2013-12-10
9919059,1700,2013-12-10
9910215,1700,2014-09-22
9841544,1700,2014-12-08
9790424,1700,2015-04-08
9759727,1700,2011-03-23
9748422,1700,2010-09-16
9714379,1700,2015-10-20
9708184,1700,2010-12-17
9653630,1700,2014-05-05
9643252,1700,2009-12-01
9574134,1700,2010-05-07
9505978,1700,2010-10-27
9441156,1700,2014-08-29
9410959,1700,2012-08-24
9289506,1700,2014-01-06
9224895,1700,2013-08-30
9162882,1700,2012-09-14
9099663,1700,2014-05-02
9093657,1700,2009-09-03
9078920,1700,2012-12-15
9011818,1700,
8983581,1700,2009-05-20
8947516,1700,2010-10-21
8941299,1700,2007-05-18
8937373,1700,
8908261,1700,2012-01-26
8894891,1700,2010-08-16
8891575,1700,2005-11-29
8828478,1700,2013-05-09
8748933,1700,2012-03-12
8664640,1700,2004-10-06
8643058,1700,2007-07-31
8541810,1700,2011-11-16
8536776,1700,2010-05-07
8535758,1700,2007-12-19
8525303,1700,2011-01-18
8481113,1700,2011-06-10
8481112,1700,2011-06-10
8481162,1700,2009-09-10
8480927,1700,2010-09-29
84272758,1700,
8415759,1700,
8362684,1700,2012-05-07
8313957,1700,2011-12-19
8277942,1700,2010-09-22
8232722,1700,2006-02-15
8192646,1700,2011-09-09
8174181,1700,2011-08-11
8158193,1700,2009-07-27
8134175,1700,2005-01-11
8121162,1700,2008-11-21
8101430,1700,2009-04-14
8101234,1700,2010-03-16
8101021,1700,2007-12-13
8080437,1700,2007-06-27
8053972,1700,2010-02-04
8034259,1700,2008-12-19
7943552,1700,
7862892,1700,2008-10-31
7858386,1700,2007-03-07
7825405,1700,2008-06-12
7700200,1700,2003-03-28
7692373,1700,2007-04-13
7690842,1700,2007-12-12
7601424,1700,2006-10-06
7566476,1700,2006-08-11
7470473,1700,2006-11-09
7470379,1700,2005-03-16
7449237,1700,2007-06-11
7394094,1700,2005-12-29
7390568,1700,2003-08-12
7374824,1700,2006-04-07
7332211,1700,2003-03-28
7326365,1700,2005-05-16
7319709,1700,2002-07-23
7316967,1700,2005-09-22
7264527,1700,2004-06-25
7253452,1700,2005-03-04
7235361,1700,2004-11-03
7229497,1700,2004-08-19
7229690,1700,2004-07-26
7190870,1700,2002-09-17
7160613,1700,2003-08-15
7150910,1700,2002-11-15
7138098,1700,2004-10-08
7060243,1700,2003-06-09
7049148,1700,
6921496,1700,2001-03-20
6914265,1700,
6890777,1700,
6861155,1700,2003-08-19
6855551,1700,2001-04-12
6821337,1700,2003-06-06
6819692,1700,2001-03-14
6803719,1700,1999-07-09
6774361,1700,2002-05-30
6696299,1700,1999-05-11
6617583,1700,1998-09-24
6607829,1700,2000-07-26
6602671,1700,1999-09-17
6576291,1700,2000-12-08
6501091,1700,1998-10-07
6444143,1700,
6426513,1700,
6326144,1700,1998-09-24
6322901,1700,1997-11-13
6319426,1700,
6306610,1700,
6251303,1700,1998-09-18
6207229,1700,
5260957,1700,
16/083603,1700,
16/384355,1700,
15/309797,1700,
16/379290,1700,
10117948,3300,2016-06-20
9972791,3300,2016-06-03
9944607,3300,2013-10-16
9790188,3300,2015-09-14
9738610,3300,2013-09-24
9067955,3300,2006-05-09
9018172,3300,2013-09-26
8981086,3300,2014-10-23
8889857,3300,2013-03-13
8735630,3300,2013-02-15
8378145,3300,2009-07-14
7858784,3300,2008-12-12
7560596,3300,2006-01-09
7560582,3300,2007-07-23
7323608,3300,2005-03-24
7247731,3300,2005-09-16
7223879,3300,2003-12-09
7115784,3300,2005-01-04
7026498,3300,2001-10-23
6946560,3300,2003-04-22
6888032,3300,2003-07-31
6888029,3300,2003-01-22
6867310,3300,
6867298,3300,2003-05-08
6787655,3300,2002-10-15
6762329,3300,2002-04-25
6759554,3300,2002-04-24
6465693,3300,
6395939,3300,1998-10-05
6395916,3300,1998-07-10
6323366,3300,
6307087,3300,1999-01-13
6235936,3300,1998-02-26
6166226,3300,1998-12-08
5847166,3300,1996-10-10
5576460,3300,
7829035,7840,2006-01-19
10941039,4590,2015-06-05
10017388,4590,2016-11-20
9327281,4590,2014-12-18
15/831377,4590,
16/503551,4590,
17/259679,4590,
10874333,1910,2016-09-15
10670510,1910,2014-02-05
10451402,1910,2012-01-25
10256262,1910,2014-06-10
10006922,1910,2012-12-21
9662047,1910,2011-06-23
9546952,1910,2014-09-18
9528817,1910,2012-12-14
8848199,1910,2008-07-10
8772693,1910,2006-03-24
8334982,1910,2009-06-30
7365858,1910,2004-04-13
6934035,1910,2001-12-18
6847456,1910,2001-04-27
6404497,1910,1999-01-25
5615673,1910,
5562100,1910,
5419323,1910,
16/914785,1910,
10882807,2050,2019-03-21
10822364,2050,2019-01-04
10653993,2050,2017-05-26
10493441,2050,2016-09-14
10442875,2050,2016-09-14
10174063,2050,2016-11-04
9758532,2050,2014-05-06
8764887,2050,2012-04-04
16/866218,2050,
17/032267,2050,
17/036737,2050,
16/850534,2050,
16/339688,2050,
9035054,7405,2013-10-30
8715621,7405,2012-03-15
7985594,7405,2009-04-15
7351402,7405,2004-08-18
10780410,2340,2017-02-15
9382281,2340,2014-11-07
9169277,2340,2014-02-06
8877930,2340,2010-11-04
8779198,2340,2012-03-09
8680303,2340,2011-02-28
15/191285,2340,
16/098333,2340,
16/988827,2340,
10988491,6040,2019-08-16
10973847,6040,2018-06-29
10961338,6040,2017-08-25
10892520,6040,2018-01-19
10799594,6040,2018-12-21
10793683,6040,2017-07-27
10792373,6040,2018-10-22
10716858,6040,2018-06-29
10683387,6040,2017-10-04
10159749,6040,2016-06-22
10125124,6040,2016-03-18
